Attribute,Commodity,CommodityType,Units,YearType,Year,Value
"Steers, 5-area, all grades",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2027/28,100.21
"Steers, 5-area, all grades",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2028/29,99.25
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2017/18,30000
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2018/19,30683
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2019/20,31758
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2020/21,32390
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2021/22,32405
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2022/23,32413
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2023/24,32645
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2024/25,32872
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2025/26,33077
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2026/27,33270
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2027/28,33418
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2028/29,33546
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2017/18,40559
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2018/19,41123
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2019/20,41300
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2020/21,41396
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2021/22,41424
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2022/23,41322
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2023/24,41153
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2024/25,40971
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2025/26,40880
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2026/27,40992
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2027/28,41276
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2028/29,41382
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2017/18,26491
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2018/19,26834
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2019/20,27823
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2020/21,28482
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2021/22,28438
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2022/23,28466
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2023/24,28691
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2024/25,28924
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2025/26,29098
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2026/27,29281
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2027/28,29408
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2028/29,29511
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2017/18,26250
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2018/19,27007
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2019/20,27973
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2020/21,28587
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2021/22,28611
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2022/23,28638
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2023/24,28863
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2024/25,29096
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2025/26,29271
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2026/27,29455
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2027/28,29583
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2028/29,29701
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2017/18,778
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2018/19,856
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019/20,885
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020/21,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021/22,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022/23,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023/24,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024/25,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025/26,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026/27,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027/28,870
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028/29,870
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2017/18,54.6
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2018/19,57
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2019/20,60.74
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2020/21,55.5
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2021/22,54.2
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2022/23,54.4
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2023/24,54
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2024/25,53.4
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2025/26,53
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2026/27,52.9
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2027/28,53.2
"Broilers, farm",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2028/29,53.4
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2017/18,34474
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2018/19,35352
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019/20,36013
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020/21,36401
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021/22,36835
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022/23,37153
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023/24,37455
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024/25,37851
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025/26,38212
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026/27,38512
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027/28,38683
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028/29,38849
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2017/18,856
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2018/19,885
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019/20,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020/21,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021/22,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022/23,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023/24,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024/25,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025/26,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026/27,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027/28,870
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028/29,870
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2017/18,6791
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2018/19,6869
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019/20,7045
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020/21,7150
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021/22,7250
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022/23,7350
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023/24,7450
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024/25,7550
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025/26,7600
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026/27,7625
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027/28,7650
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028/29,7675
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2017/18,41662
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2018/19,42570
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019/20,43370
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020/21,43882
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021/22,44420
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022/23,44840
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023/24,45244
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024/25,45744
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025/26,46157
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026/27,46484
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027/28,46680
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028/29,46870
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2017/18,93.5
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2018/19,97.1
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2019/20,95.8
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2020/21,92.5
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2021/22,90.27
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2022/23,90.6
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2023/24,89.98
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2024/25,89.06
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2025/26,88.36
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2026/27,88.21
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2027/28,88.65
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2028/29,89.06
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2017/18,41217
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2018/19,42115
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019/20,42906
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020/21,43412
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021/22,43944
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022/23,44360
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023/24,44760
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024/25,45254
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025/26,45663
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026/27,45986
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027/28,46180
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028/29,46369
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2017/18,42121
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2018/19,43106
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019/20,43928
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020/21,44421
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021/22,44955
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022/23,45373
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023/24,45775
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024/25,46271
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025/26,46682
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026/27,47007
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027/28,47203
Supply total,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028/29,47394
Beginning stocks,Corn,Crops,Million bushels,Market year,2017/18,2293
Beginning stocks,Corn,Crops,Million bushels,Market year,2018/19,2140
Beginning stocks,Corn,Crops,Million bushels,Market year,2019/20,1813
Beginning stocks,Corn,Crops,Million bushels,Market year,2020/21,1603
Beginning stocks,Corn,Crops,Million bushels,Market year,2021/22,1618
Beginning stocks,Corn,Crops,Million bushels,Market year,2022/23,1653
Beginning stocks,Corn,Crops,Million bushels,Market year,2023/24,1678
Beginning stocks,Corn,Crops,Million bushels,Market year,2024/25,1753
Beginning stocks,Corn,Crops,Million bushels,Market year,2025/26,1823
Beginning stocks,Corn,Crops,Million bushels,Market year,2026/27,1888
Beginning stocks,Corn,Crops,Million bushels,Market year,2027/28,1993
Beginning stocks,Corn,Crops,Million bushels,Market year,2028/29,2023
Domestic,Corn,Crops,Million bushels,Market year,2017/18,12355
Domestic,Corn,Crops,Million bushels,Market year,2018/19,12680
Domestic,Corn,Crops,Million bushels,Market year,2019/20,12765
Domestic,Corn,Crops,Million bushels,Market year,2020/21,12865
Domestic,Corn,Crops,Million bushels,Market year,2021/22,12990
Domestic,Corn,Crops,Million bushels,Market year,2022/23,13145
Domestic,Corn,Crops,Million bushels,Market year,2023/24,13245
Domestic,Corn,Crops,Million bushels,Market year,2024/25,13300
Domestic,Corn,Crops,Million bushels,Market year,2025/26,13425
Domestic,Corn,Crops,Million bushels,Market year,2026/27,13505
Domestic,Corn,Crops,Million bushels,Market year,2027/28,13605
Domestic,Corn,Crops,Million bushels,Market year,2028/29,13630
Ending stocks,Corn,Crops,Million bushels,Market year,2017/18,2140
Ending stocks,Corn,Crops,Million bushels,Market year,2018/19,1813
Ending stocks,Corn,Crops,Million bushels,Market year,2019/20,1603
Ending stocks,Corn,Crops,Million bushels,Market year,2020/21,1618
Ending stocks,Corn,Crops,Million bushels,Market year,2021/22,1653
Ending stocks,Corn,Crops,Million bushels,Market year,2022/23,1678
Ending stocks,Corn,Crops,Million bushels,Market year,2023/24,1753
Ending stocks,Corn,Crops,Million bushels,Market year,2024/25,1823
Ending stocks,Corn,Crops,Million bushels,Market year,2025/26,1888
Ending stocks,Corn,Crops,Million bushels,Market year,2026/27,1993
Ending stocks,Corn,Crops,Million bushels,Market year,2027/28,2023
Ending stocks,Corn,Crops,Million bushels,Market year,2028/29,2048
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2017/18,5600
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2018/19,5650
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2019/20,5700
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2020/21,5725
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2021/22,5725
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2022/23,5700
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2023/24,5675
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2024/25,5625
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2025/26,5600
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2026/27,5550
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2027/28,5500
Ethanol for fuel,Corn,Crops,Million bushels,Market year,2028/29,5450
Exports,Corn,Crops,Million bushels,Market year,2017/18,2438
Exports,Corn,Crops,Million bushels,Market year,2018/19,2475
Exports,Corn,Crops,Million bushels,Market year,2019/20,2425
Exports,Corn,Crops,Million bushels,Market year,2020/21,2450
Exports,Corn,Crops,Million bushels,Market year,2021/22,2475
Exports,Corn,Crops,Million bushels,Market year,2022/23,2500
Exports,Corn,Crops,Million bushels,Market year,2023/24,2525
Exports,Corn,Crops,Million bushels,Market year,2024/25,2550
Exports,Corn,Crops,Million bushels,Market year,2025/26,2600
Exports,Corn,Crops,Million bushels,Market year,2026/27,2650
Exports,Corn,Crops,Million bushels,Market year,2027/28,2700
Exports,Corn,Crops,Million bushels,Market year,2028/29,2750
Farm price,Corn,Crops,Dollars per bushel,Market year,2017/18,3.36
Farm price,Corn,Crops,Dollars per bushel,Market year,2018/19,3.5
